Species,Pop.x,Sex.x,Sub_no..x,Warmups,Test_percent_correct,1st_corr,2nd_corr,Pop.y,Sex.y,Sub_no..y,Trials,Accuracy
Orangutan,MPI - Leipzig,F,4,4,100,100,100,National Zoo,M,7,3,1
Orangutan,MPI - Leipzig,F,4,4,100,100,100,National Zoo,F,8,3,1
Orangutan,MPI - Leipzig,F,4,4,100,100,100,National Zoo,F,9,3,1
Orangutan,MPI - Leipzig,F,4,4,100,100,100,National Zoo,M,10,3,1
Orangutan,MPI - Leipzig,F,4,4,100,100,100,National Zoo,F,11,3,1
Orangutan,MPI - Leipzig,F,4,4,100,100,100,National Zoo,F,12,3,1
Orangutan,MPI - Leipzig,F,5,4,100,100,100,MPI-Leipzig,M,1,3,1
Orangutan,MPI - Leipzig,F,5,4,100,100,100,MPI-Leipzig,M,2,3,1
Orangutan,MPI - Leipzig,F,5,4,100,100,100,MPI-Leipzig,F,3,3,0
Orangutan,MPI - Leipzig,F,5,4,100,100,100,MPI-Leipzig,F,4,3,1
Orangutan,MPI - Leipzig,F,5,4,100,100,100,MPI-Leipzig,F,5,3,1
Orangutan,MPI - Leipzig,F,5,4,100,100,100,MPI-Leipzig,F,6,3,1
Orangutan,MPI - Leipzig,F,5,4,100,100,100,National Zoo,M,7,3,1
Orangutan,MPI - Leipzig,F,5,4,100,100,100,National Zoo,F,8,3,1
Orangutan,MPI - Leipzig,F,5,4,100,100,100,National Zoo,F,9,3,1
Orangutan,MPI - Leipzig,F,5,4,100,100,100,National Zoo,M,10,3,1
Orangutan,MPI - Leipzig,F,5,4,100,100,100,National Zoo,F,11,3,1
Orangutan,MPI - Leipzig,F,5,4,100,100,100,National Zoo,F,12,3,1
Orangutan,National Zoo,F,6,7,100,100,100,MPI-Leipzig,M,1,3,1
Orangutan,National Zoo,F,6,7,100,100,100,MPI-Leipzig,M,2,3,1
Orangutan,National Zoo,F,6,7,100,100,100,MPI-Leipzig,F,3,3,0
Orangutan,National Zoo,F,6,7,100,100,100,MPI-Leipzig,F,4,3,1
Orangutan,National Zoo,F,6,7,100,100,100,MPI-Leipzig,F,5,3,1
Orangutan,National Zoo,F,6,7,100,100,100,MPI-Leipzig,F,6,3,1
Orangutan,National Zoo,F,6,7,100,100,100,National Zoo,M,7,3,1
Orangutan,National Zoo,F,6,7,100,100,100,National Zoo,F,8,3,1
Orangutan,National Zoo,F,6,7,100,100,100,National Zoo,F,9,3,1
Orangutan,National Zoo,F,6,7,100,100,100,National Zoo,M,10,3,1
Orangutan,National Zoo,F,6,7,100,100,100,National Zoo,F,11,3,1
Orangutan,National Zoo,F,6,7,100,100,100,National Zoo,F,12,3,1
Orangutan,National Zoo,F,7,4,100,100,100,MPI-Leipzig,M,1,3,1
Orangutan,National Zoo,F,7,4,100,100,100,MPI-Leipzig,M,2,3,1
Orangutan,National Zoo,F,7,4,100,100,100,MPI-Leipzig,F,3,3,0
Orangutan,National Zoo,F,7,4,100,100,100,MPI-Leipzig,F,4,3,1
Orangutan,National Zoo,F,7,4,100,100,100,MPI-Leipzig,F,5,3,1
Orangutan,National Zoo,F,7,4,100,100,100,MPI-Leipzig,F,6,3,1
Orangutan,National Zoo,F,7,4,100,100,100,National Zoo,M,7,3,1
Orangutan,National Zoo,F,7,4,100,100,100,National Zoo,F,8,3,1
Orangutan,National Zoo,F,7,4,100,100,100,National Zoo,F,9,3,1
Orangutan,National Zoo,F,7,4,100,100,100,National Zoo,M,10,3,1
Orangutan,National Zoo,F,7,4,100,100,100,National Zoo,F,11,3,1
Orangutan,National Zoo,F,7,4,100,100,100,National Zoo,F,12,3,1
Orangutan,National Zoo,M,8,4,100,100,100,MPI-Leipzig,M,1,3,1
Orangutan,National Zoo,M,8,4,100,100,100,MPI-Leipzig,M,2,3,1
Orangutan,National Zoo,M,8,4,100,100,100,MPI-Leipzig,F,3,3,0
Orangutan,National Zoo,M,8,4,100,100,100,MPI-Leipzig,F,4,3,1
Orangutan,National Zoo,M,8,4,100,100,100,MPI-Leipzig,F,5,3,1
Orangutan,National Zoo,M,8,4,100,100,100,MPI-Leipzig,F,6,3,1
Orangutan,National Zoo,M,8,4,100,100,100,National Zoo,M,7,3,1
Orangutan,National Zoo,M,8,4,100,100,100,National Zoo,F,8,3,1
Orangutan,National Zoo,M,8,4,100,100,100,National Zoo,F,9,3,1
Orangutan,National Zoo,M,8,4,100,100,100,National Zoo,M,10,3,1
Orangutan,National Zoo,M,8,4,100,100,100,National Zoo,F,11,3,1
Orangutan,National Zoo,M,8,4,100,100,100,National Zoo,F,12,3,1
Orangutan,National Zoo,F,9,4,100,100,100,MPI-Leipzig,M,1,3,1
Orangutan,National Zoo,F,9,4,100,100,100,MPI-Leipzig,M,2,3,1
Orangutan,National Zoo,F,9,4,100,100,100,MPI-Leipzig,F,3,3,0
Orangutan,National Zoo,F,9,4,100,100,100,MPI-Leipzig,F,4,3,1
Orangutan,National Zoo,F,9,4,100,100,100,MPI-Leipzig,F,5,3,1
Orangutan,National Zoo,F,9,4,100,100,100,MPI-Leipzig,F,6,3,1
Orangutan,National Zoo,F,9,4,100,100,100,National Zoo,M,7,3,1
Orangutan,National Zoo,F,9,4,100,100,100,National Zoo,F,8,3,1
Orangutan,National Zoo,F,9,4,100,100,100,National Zoo,F,9,3,1
Orangutan,National Zoo,F,9,4,100,100,100,National Zoo,M,10,3,1
Orangutan,National Zoo,F,9,4,100,100,100,National Zoo,F,11,3,1
Orangutan,National Zoo,F,9,4,100,100,100,National Zoo,F,12,3,1
Orangutan,National Zoo,F,10,4,100,100,100,MPI-Leipzig,M,1,3,1
Orangutan,National Zoo,F,10,4,100,100,100,MPI-Leipzig,M,2,3,1
Orangutan,National Zoo,F,10,4,100,100,100,MPI-Leipzig,F,3,3,0
Orangutan,National Zoo,F,10,4,100,100,100,MPI-Leipzig,F,4,3,1
Orangutan,National Zoo,F,10,4,100,100,100,MPI-Leipzig,F,5,3,1
Orangutan,National Zoo,F,10,4,100,100,100,MPI-Leipzig,F,6,3,1
Orangutan,National Zoo,F,10,4,100,100,100,National Zoo,M,7,3,1
Orangutan,National Zoo,F,10,4,100,100,100,National Zoo,F,8,3,1
Orangutan,National Zoo,F,10,4,100,100,100,National Zoo,F,9,3,1
Orangutan,National Zoo,F,10,4,100,100,100,National Zoo,M,10,3,1
Orangutan,National Zoo,F,10,4,100,100,100,National Zoo,F,11,3,1
Orangutan,National Zoo,F,10,4,100,100,100,National Zoo,F,12,3,1
Orangutan,National Zoo,M,11,5,90,100,80,MPI-Leipzig,M,1,3,1
Orangutan,National Zoo,M,11,5,90,100,80,MPI-Leipzig,M,2,3,1
Orangutan,National Zoo,M,11,5,90,100,80,MPI-Leipzig,F,3,3,0
Orangutan,National Zoo,M,11,5,90,100,80,MPI-Leipzig,F,4,3,1
Orangutan,National Zoo,M,11,5,90,100,80,MPI-Leipzig,F,5,3,1
Orangutan,National Zoo,M,11,5,90,100,80,MPI-Leipzig,F,6,3,1
Orangutan,National Zoo,M,11,5,90,100,80,National Zoo,M,7,3,1
Orangutan,National Zoo,M,11,5,90,100,80,National Zoo,F,8,3,1
Orangutan,National Zoo,M,11,5,90,100,80,National Zoo,F,9,3,1
Orangutan,National Zoo,M,11,5,90,100,80,National Zoo,M,10,3,1
Orangutan,National Zoo,M,11,5,90,100,80,National Zoo,F,11,3,1
Orangutan,National Zoo,M,11,5,90,100,80,National Zoo,F,12,3,1
Red-bellied lemur,Duke Lemur Center,F,1,5,80,80,80,NA,NA,NA,NA,NA
Red-bellied lemur,Duke Lemur Center,F,2,7,80,60,100,NA,NA,NA,NA,NA
Red-bellied lemur,Duke Lemur Center,M,3,22,90,80,100,NA,NA,NA,NA,NA
Red-bellied lemur,Duke Lemur Center,F,4,6,20,0,40,NA,NA,NA,NA,NA
Red-bellied lemur,Duke Lemur Center,M,5,5,50,60,40,NA,NA,NA,NA,NA
Red-bellied lemur,Duke Lemur Center,M,6,20,60,20,100,NA,NA,NA,NA,NA
Red-bellied lemur,Duke Lemur Center,F,7,11,100,100,100,NA,NA,NA,NA,NA
Red-bellied lemur,Duke Lemur Center,M,8,56,30,20,40,NA,NA,NA,NA,NA
Rhesus macaque,Duke University,F,1,4,90,80,100,NA,NA,NA,NA,NA
Rhesus macaque,Duke University,F,2,4,90,80,100,NA,NA,NA,NA,NA
Rhesus macaque,Duke University,F,3,4,90,80,100,NA,NA,NA,NA,NA
Rhesus macaque,Duke University,F,4,4,90,80,100,NA,NA,NA,NA,NA
Rhesus macaque,Duke University,F,5,4,90,80,100,NA,NA,NA,NA,NA
Rhesus macaque,Duke University,F,6,4,30,20,40,NA,NA,NA,NA,NA
Ring-tailed Lemur,Duke Lemur Center,M,1,6,30,40,20,NA,NA,NA,NA,NA
Ring-tailed Lemur,Duke Lemur Center,M,2,14,50,40,60,NA,NA,NA,NA,NA
Ring-tailed Lemur,Duke Lemur Center,F,3,7,40,20,60,NA,NA,NA,NA,NA
Ring-tailed Lemur,Duke Lemur Center,F,4,4,90,80,100,NA,NA,NA,NA,NA
Ring-tailed Lemur,Duke Lemur Center,F,5,4,90,80,100,NA,NA,NA,NA,NA
Ring-tailed Lemur,Duke Lemur Center,M,6,4,100,100,100,NA,NA,NA,NA,NA
Ring-tailed Lemur,Duke Lemur Center,F,7,5,60,60,60,NA,NA,NA,NA,NA
Ring-tailed Lemur,Duke Lemur Center,M,8,7,70,40,100,NA,NA,NA,NA,NA
Ring-tailed Lemur,Duke Lemur Center,F,9,5,50,40,60,NA,NA,NA,NA,NA
Ring-tailed Lemur,Duke Lemur Center,F,10,5,80,80,80,NA,NA,NA,NA,NA
Ring-tailed Lemur,Duke Lemur Center,M,11,4,88.88888889,80,100,NA,NA,NA,NA,NA
Ruffed lemur,Duke Lemur Center,M,1,10,80,80,80,Duke Lemur Center,M,1,6,0
Ruffed lemur,Duke Lemur Center,M,1,10,80,80,80,Duke Lemur Center,M,2,6,1
Ruffed lemur,Duke Lemur Center,M,1,10,80,80,80,Duke Lemur Center,F,3,3,0
Ruffed lemur,Duke Lemur Center,M,1,10,80,80,80,Duke Lemur Center,M,4,3,0
Ruffed lemur,Duke Lemur Center,M,1,10,80,80,80,Duke Lemur Center,F,5,6,0
Ruffed lemur,Duke Lemur Center,M,1,10,80,80,80,Duke Lemur Center,F,6,12,0
Ruffed lemur,Duke Lemur Center,M,1,10,80,80,80,Duke Lemur Center,F,7,6,0
Ruffed lemur,Duke Lemur Center,M,1,10,80,80,80,Duke Lemur Center,M,8,3,0
Ruffed lemur,Duke Lemur Center,M,1,10,80,80,80,Duke Lemur Center,F,9,9,0
Ruffed lemur,Duke Lemur Center,M,1,10,80,80,80,Duke Lemur Center,M,10,3,0
Ruffed lemur,Duke Lemur Center,M,2,5,20,20,20,Duke Lemur Center,M,1,6,0
Ruffed lemur,Duke Lemur Center,M,2,5,20,20,20,Duke Lemur Center,M,2,6,1
Ruffed lemur,Duke Lemur Center,M,2,5,20,20,20,Duke Lemur Center,F,3,3,0
Ruffed lemur,Duke Lemur Center,M,2,5,20,20,20,Duke Lemur Center,M,4,3,0
Ruffed lemur,Duke Lemur Center,M,2,5,20,20,20,Duke Lemur Center,F,5,6,0
Ruffed lemur,Duke Lemur Center,M,2,5,20,20,20,Duke Lemur Center,F,6,12,0
Ruffed lemur,Duke Lemur Center,M,2,5,20,20,20,Duke Lemur Center,F,7,6,0
Ruffed lemur,Duke Lemur Center,M,2,5,20,20,20,Duke Lemur Center,M,8,3,0
Ruffed lemur,Duke Lemur Center,M,2,5,20,20,20,Duke Lemur Center,F,9,9,0
Ruffed lemur,Duke Lemur Center,M,2,5,20,20,20,Duke Lemur Center,M,10,3,0
Ruffed lemur,Duke Lemur Center,F,3,5,60,60,60,Duke Lemur Center,M,1,6,0
Ruffed lemur,Duke Lemur Center,F,3,5,60,60,60,Duke Lemur Center,M,2,6,1
Ruffed lemur,Duke Lemur Center,F,3,5,60,60,60,Duke Lemur Center,F,3,3,0
Ruffed lemur,Duke Lemur Center,F,3,5,60,60,60,Duke Lemur Center,M,4,3,0
Ruffed lemur,Duke Lemur Center,F,3,5,60,60,60,Duke Lemur Center,F,5,6,0
Ruffed lemur,Duke Lemur Center,F,3,5,60,60,60,Duke Lemur Center,F,6,12,0
Ruffed lemur,Duke Lemur Center,F,3,5,60,60,60,Duke Lemur Center,F,7,6,0
Ruffed lemur,Duke Lemur Center,F,3,5,60,60,60,Duke Lemur Center,M,8,3,0
Ruffed lemur,Duke Lemur Center,F,3,5,60,60,60,Duke Lemur Center,F,9,9,0
Ruffed lemur,Duke Lemur Center,F,3,5,60,60,60,Duke Lemur Center,M,10,3,0
Ruffed lemur,Duke Lemur Center,F,4,4,100,100,100,Duke Lemur Center,M,1,6,0
Ruffed lemur,Duke Lemur Center,F,4,4,100,100,100,Duke Lemur Center,M,2,6,1
Ruffed lemur,Duke Lemur Center,F,4,4,100,100,100,Duke Lemur Center,F,3,3,0
Ruffed lemur,Duke Lemur Center,F,4,4,100,100,100,Duke Lemur Center,M,4,3,0
Ruffed lemur,Duke Lemur Center,F,4,4,100,100,100,Duke Lemur Center,F,5,6,0
Ruffed lemur,Duke Lemur Center,F,4,4,100,100,100,Duke Lemur Center,F,6,12,0
Ruffed lemur,Duke Lemur Center,F,4,4,100,100,100,Duke Lemur Center,F,7,6,0
Ruffed lemur,Duke Lemur Center,F,4,4,100,100,100,Duke Lemur Center,M,8,3,0
Ruffed lemur,Duke Lemur Center,F,4,4,100,100,100,Duke Lemur Center,F,9,9,0
Ruffed lemur,Duke Lemur Center,F,4,4,100,100,100,Duke Lemur Center,M,10,3,0
Ruffed lemur,Duke Lemur Center,M,5,5,60,40,80,Duke Lemur Center,M,1,6,0
Ruffed lemur,Duke Lemur Center,M,5,5,60,40,80,Duke Lemur Center,M,2,6,1
Ruffed lemur,Duke Lemur Center,M,5,5,60,40,80,Duke Lemur Center,F,3,3,0
Ruffed lemur,Duke Lemur Center,M,5,5,60,40,80,Duke Lemur Center,M,4,3,0
Ruffed lemur,Duke Lemur Center,M,5,5,60,40,80,Duke Lemur Center,F,5,6,0
Ruffed lemur,Duke Lemur Center,M,5,5,60,40,80,Duke Lemur Center,F,6,12,0
Ruffed lemur,Duke Lemur Center,M,5,5,60,40,80,Duke Lemur Center,F,7,6,0
Ruffed lemur,Duke Lemur Center,M,5,5,60,40,80,Duke Lemur Center,M,8,3,0
Ruffed lemur,Duke Lemur Center,M,5,5,60,40,80,Duke Lemur Center,F,9,9,0
Ruffed lemur,Duke Lemur Center,M,5,5,60,40,80,Duke Lemur Center,M,10,3,0
Ruffed lemur,Duke Lemur Center,F,6,5,80,80,80,Duke Lemur Center,M,1,6,0
Ruffed lemur,Duke Lemur Center,F,6,5,80,80,80,Duke Lemur Center,M,2,6,1
Ruffed lemur,Duke Lemur Center,F,6,5,80,80,80,Duke Lemur Center,F,3,3,0
Ruffed lemur,Duke Lemur Center,F,6,5,80,80,80,Duke Lemur Center,M,4,3,0
Ruffed lemur,Duke Lemur Center,F,6,5,80,80,80,Duke Lemur Center,F,5,6,0
Ruffed lemur,Duke Lemur Center,F,6,5,80,80,80,Duke Lemur Center,F,6,12,0
Ruffed lemur,Duke Lemur Center,F,6,5,80,80,80,Duke Lemur Center,F,7,6,0
Ruffed lemur,Duke Lemur Center,F,6,5,80,80,80,Duke Lemur Center,M,8,3,0
Ruffed lemur,Duke Lemur Center,F,6,5,80,80,80,Duke Lemur Center,F,9,9,0
Ruffed lemur,Duke Lemur Center,F,6,5,80,80,80,Duke Lemur Center,M,10,3,0
Ruffed lemur,Duke Lemur Center,M,7,4,80,80,80,Duke Lemur Center,M,1,6,0
Ruffed lemur,Duke Lemur Center,M,7,4,80,80,80,Duke Lemur Center,M,2,6,1
Ruffed lemur,Duke Lemur Center,M,7,4,80,80,80,Duke Lemur Center,F,3,3,0
Ruffed lemur,Duke Lemur Center,M,7,4,80,80,80,Duke Lemur Center,M,4,3,0
Ruffed lemur,Duke Lemur Center,M,7,4,80,80,80,Duke Lemur Center,F,5,6,0
Ruffed lemur,Duke Lemur Center,M,7,4,80,80,80,Duke Lemur Center,F,6,12,0
Ruffed lemur,Duke Lemur Center,M,7,4,80,80,80,Duke Lemur Center,F,7,6,0
Ruffed lemur,Duke Lemur Center,M,7,4,80,80,80,Duke Lemur Center,M,8,3,0
Ruffed lemur,Duke Lemur Center,M,7,4,80,80,80,Duke Lemur Center,F,9,9,0
Ruffed lemur,Duke Lemur Center,M,7,4,80,80,80,Duke Lemur Center,M,10,3,0
Ruffed lemur,Duke Lemur Center,M,8,4,50,40,60,Duke Lemur Center,M,1,6,0
Ruffed lemur,Duke Lemur Center,M,8,4,50,40,60,Duke Lemur Center,M,2,6,1
Ruffed lemur,Duke Lemur Center,M,8,4,50,40,60,Duke Lemur Center,F,3,3,0
Ruffed lemur,Duke Lemur Center,M,8,4,50,40,60,Duke Lemur Center,M,4,3,0
Ruffed lemur,Duke Lemur Center,M,8,4,50,40,60,Duke Lemur Center,F,5,6,0
Ruffed lemur,Duke Lemur Center,M,8,4,50,40,60,Duke Lemur Center,F,6,12,0
Ruffed lemur,Duke Lemur Center,M,8,4,50,40,60,Duke Lemur Center,F,7,6,0
Ruffed lemur,Duke Lemur Center,M,8,4,50,40,60,Duke Lemur Center,M,8,3,0
Ruffed lemur,Duke Lemur Center,M,8,4,50,40,60,Duke Lemur Center,F,9,9,0
Ruffed lemur,Duke Lemur Center,M,8,4,50,40,60,Duke Lemur Center,M,10,3,0
Ruffed lemur,Duke Lemur Center,F,9,4,70,60,80,Duke Lemur Center,M,1,6,0
Ruffed lemur,Duke Lemur Center,F,9,4,70,60,80,Duke Lemur Center,M,2,6,1
Ruffed lemur,Duke Lemur Center,F,9,4,70,60,80,Duke Lemur Center,F,3,3,0
Ruffed lemur,Duke Lemur Center,F,9,4,70,60,80,Duke Lemur Center,M,4,3,0
Ruffed lemur,Duke Lemur Center,F,9,4,70,60,80,Duke Lemur Center,F,5,6,0
Ruffed lemur,Duke Lemur Center,F,9,4,70,60,80,Duke Lemur Center,F,6,12,0
Ruffed lemur,Duke Lemur Center,F,9,4,70,60,80,Duke Lemur Center,F,7,6,0
Ruffed lemur,Duke Lemur Center,F,9,4,70,60,80,Duke Lemur Center,M,8,3,0
Ruffed lemur,Duke Lemur Center,F,9,4,70,60,80,Duke Lemur Center,F,9,9,0
Ruffed lemur,Duke Lemur Center,F,9,4,70,60,80,Duke Lemur Center,M,10,3,0
Ruffed lemur,Duke Lemur Center,F,10,5,66.66666667,60,75,Duke Lemur Center,M,1,6,0
Ruffed lemur,Duke Lemur Center,F,10,5,66.66666667,60,75,Duke Lemur Center,M,2,6,1
Ruffed lemur,Duke Lemur Center,F,10,5,66.66666667,60,75,Duke Lemur Center,F,3,3,0
Ruffed lemur,Duke Lemur Center,F,10,5,66.66666667,60,75,Duke Lemur Center,M,4,3,0
Ruffed lemur,Duke Lemur Center,F,10,5,66.66666667,60,75,Duke Lemur Center,F,5,6,0
Ruffed lemur,Duke Lemur Center,F,10,5,66.66666667,60,75,Duke Lemur Center,F,6,12,0
Ruffed lemur,Duke Lemur Center,F,10,5,66.66666667,60,75,Duke Lemur Center,F,7,6,0
Ruffed lemur,Duke Lemur Center,F,10,5,66.66666667,60,75,Duke Lemur Center,M,8,3,0
Ruffed lemur,Duke Lemur Center,F,10,5,66.66666667,60,75,Duke Lemur Center,F,9,9,0
Ruffed lemur,Duke Lemur Center,F,10,5,66.66666667,60,75,Duke Lemur Center,M,10,3,0
Ruffed lemur,Duke Lemur Center,M,11,8,100,100,100,Duke Lemur Center,M,1,6,0
Ruffed lemur,Duke Lemur Center,M,11,8,100,100,100,Duke Lemur Center,M,2,6,1
Ruffed lemur,Duke Lemur Center,M,11,8,100,100,100,Duke Lemur Center,F,3,3,0
Ruffed lemur,Duke Lemur Center,M,11,8,100,100,100,Duke Lemur Center,M,4,3,0
Ruffed lemur,Duke Lemur Center,M,11,8,100,100,100,Duke Lemur Center,F,5,6,0
Ruffed lemur,Duke Lemur Center,M,11,8,100,100,100,Duke Lemur Center,F,6,12,0
Ruffed lemur,Duke Lemur Center,M,11,8,100,100,100,Duke Lemur Center,F,7,6,0
Ruffed lemur,Duke Lemur Center,M,11,8,100,100,100,Duke Lemur Center,M,8,3,0
Ruffed lemur,Duke Lemur Center,M,11,8,100,100,100,Duke Lemur Center,F,9,9,0
Ruffed lemur,Duke Lemur Center,M,11,8,100,100,100,Duke Lemur Center,M,10,3,0
Song sparrow,Duke University,M,1,4,10,0,20,NA,NA,NA,NA,NA
Song sparrow,Duke University,M,2,4,10,20,0,NA,NA,NA,NA,NA
Song sparrow,Duke University,M,3,4,20,20,20,NA,NA,NA,NA,NA
Song sparrow,Duke University,M,4,4,20,20,20,NA,NA,NA,NA,NA
Song sparrow,Duke University,M,5,4,20,20,20,NA,NA,NA,NA,NA
Song sparrow,Duke University,M,6,4,50,20,80,NA,NA,NA,NA,NA
Song sparrow,Duke University,M,7,4,70,60,80,NA,NA,NA,NA,NA
Song sparrow,Duke University,M,8,4,50,0,100,NA,NA,NA,NA,NA
Song sparrow,Duke University,M,9,4,0,0,0,NA,NA,NA,NA,NA
Song sparrow,Duke University,M,10,4,20,20,20,NA,NA,NA,NA,NA
Song sparrow,Duke University,M,11,4,30,0,60,NA,NA,NA,NA,NA
Song sparrow,Duke University,M,12,4,40,60,20,NA,NA,NA,NA,NA
Song sparrow,Duke University,M,13,4,0,0,0,NA,NA,NA,NA,NA
Song sparrow,Duke University,M,14,4,10,0,20,NA,NA,NA,NA,NA
Song sparrow,Duke University,M,15,4,20,20,20,NA,NA,NA,NA,NA
Song sparrow,Duke University,M,16,4,20,0,40,NA,NA,NA,NA,NA
Song sparrow,Duke University,M,17,4,60,60,60,NA,NA,NA,NA,NA
Song sparrow,Duke University,M,18,4,40,20,60,NA,NA,NA,NA,NA
Song sparrow,Duke University,M,19,4,30,20,40,NA,NA,NA,NA,NA
Song sparrow,Duke University,M,20,4,10,0,20,NA,NA,NA,NA,NA
Squirrel monkey,Kyoto University,M,1,14,20,20,20,Kyoto University,M,1,5,0
Squirrel monkey,Kyoto University,M,1,14,20,20,20,Kyoto University,M,2,3,1
Squirrel monkey,Kyoto University,M,1,14,20,20,20,Kyoto University,F,3,7,0
Squirrel monkey,Kyoto University,M,1,14,20,20,20,Kyoto University,F,4,6,0
Squirrel monkey,Kyoto University,M,1,14,20,20,20,Kyoto University,F,5,10,0
Squirrel monkey,Kyoto University,M,1,14,20,20,20,Kyoto University,F,6,3,0
Squirrel monkey,Kyoto University,M,1,14,20,20,20,Kyoto University,M,7,3,0
Squirrel monkey,Kyoto University,M,1,14,20,20,20,Kyoto University,F,8,4,0
Squirrel monkey,Kyoto University,M,1,14,20,20,20,Kyoto University,F,9,3,0
Squirrel monkey,Kyoto University,M,1,14,20,20,20,Kyoto University,F,10,5,0
Squirrel monkey,Kyoto University,M,1,14,20,20,20,"Living Links, University of St. Andrews",F,11,3,0
Squirrel monkey,Kyoto University,M,1,14,20,20,20,"Living Links, University of St. Andrews",F,12,3,0
Squirrel monkey,Kyoto University,M,1,14,20,20,20,"Living Links, University of St. Andrews",F,13,3,0
Squirrel monkey,Kyoto University,M,1,14,20,20,20,"Living Links, University of St. Andrews",F,14,6,0
Squirrel monkey,Kyoto University,M,1,14,20,20,20,"Living Links, University of St. Andrews",F,15,3,0
Squirrel monkey,Kyoto University,M,1,14,20,20,20,"Living Links, University of St. Andrews",F,16,3,0
Squirrel monkey,Kyoto University,M,1,14,20,20,20,"Living Links, University of St. Andrews",F,17,6,1
Squirrel monkey,Kyoto University,M,1,14,20,20,20,"Living Links, University of St. Andrews",F,18,5,1
Squirrel monkey,Kyoto University,M,1,14,20,20,20,"Living Links, University of St. Andrews",M,19,3,0
Squirrel monkey,Kyoto University,M,2,5,10,0,20,Kyoto University,M,1,5,0
Squirrel monkey,Kyoto University,M,2,5,10,0,20,Kyoto University,M,2,3,1
Squirrel monkey,Kyoto University,M,2,5,10,0,20,Kyoto University,F,3,7,0
Squirrel monkey,Kyoto University,M,2,5,10,0,20,Kyoto University,F,4,6,0
Squirrel monkey,Kyoto University,M,2,5,10,0,20,Kyoto University,F,5,10,0
Squirrel monkey,Kyoto University,M,2,5,10,0,20,Kyoto University,F,6,3,0
Squirrel monkey,Kyoto University,M,2,5,10,0,20,Kyoto University,M,7,3,0
Squirrel monkey,Kyoto University,M,2,5,10,0,20,Kyoto University,F,8,4,0
Squirrel monkey,Kyoto University,M,2,5,10,0,20,Kyoto University,F,9,3,0
Squirrel monkey,Kyoto University,M,2,5,10,0,20,Kyoto University,F,10,5,0
Squirrel monkey,Kyoto University,M,2,5,10,0,20,"Living Links, University of St. Andrews",F,11,3,0
Squirrel monkey,Kyoto University,M,2,5,10,0,20,"Living Links, University of St. Andrews",F,12,3,0
Squirrel monkey,Kyoto University,M,2,5,10,0,20,"Living Links, University of St. Andrews",F,13,3,0
Squirrel monkey,Kyoto University,M,2,5,10,0,20,"Living Links, University of St. Andrews",F,14,6,0
Squirrel monkey,Kyoto University,M,2,5,10,0,20,"Living Links, University of St. Andrews",F,15,3,0
Squirrel monkey,Kyoto University,M,2,5,10,0,20,"Living Links, University of St. Andrews",F,16,3,0
Squirrel monkey,Kyoto University,M,2,5,10,0,20,"Living Links, University of St. Andrews",F,17,6,1
Squirrel monkey,Kyoto University,M,2,5,10,0,20,"Living Links, University of St. Andrews",F,18,5,1
Squirrel monkey,Kyoto University,M,2,5,10,0,20,"Living Links, University of St. Andrews",M,19,3,0
Squirrel monkey,Kyoto University,F,3,9,0,0,0,Kyoto University,M,1,5,0
Squirrel monkey,Kyoto University,F,3,9,0,0,0,Kyoto University,M,2,3,1
Squirrel monkey,Kyoto University,F,3,9,0,0,0,Kyoto University,F,3,7,0
Squirrel monkey,Kyoto University,F,3,9,0,0,0,Kyoto University,F,4,6,0
Squirrel monkey,Kyoto University,F,3,9,0,0,0,Kyoto University,F,5,10,0
Squirrel monkey,Kyoto University,F,3,9,0,0,0,Kyoto University,F,6,3,0
Squirrel monkey,Kyoto University,F,3,9,0,0,0,Kyoto University,M,7,3,0
Squirrel monkey,Kyoto University,F,3,9,0,0,0,Kyoto University,F,8,4,0
Squirrel monkey,Kyoto University,F,3,9,0,0,0,Kyoto University,F,9,3,0
Squirrel monkey,Kyoto University,F,3,9,0,0,0,Kyoto University,F,10,5,0
Squirrel monkey,Kyoto University,F,3,9,0,0,0,"Living Links, University of St. Andrews",F,11,3,0
Squirrel monkey,Kyoto University,F,3,9,0,0,0,"Living Links, University of St. Andrews",F,12,3,0
Squirrel monkey,Kyoto University,F,3,9,0,0,0,"Living Links, University of St. Andrews",F,13,3,0
Squirrel monkey,Kyoto University,F,3,9,0,0,0,"Living Links, University of St. Andrews",F,14,6,0
Squirrel monkey,Kyoto University,F,3,9,0,0,0,"Living Links, University of St. Andrews",F,15,3,0
Squirrel monkey,Kyoto University,F,3,9,0,0,0,"Living Links, University of St. Andrews",F,16,3,0
Squirrel monkey,Kyoto University,F,3,9,0,0,0,"Living Links, University of St. Andrews",F,17,6,1
Squirrel monkey,Kyoto University,F,3,9,0,0,0,"Living Links, University of St. Andrews",F,18,5,1
Squirrel monkey,Kyoto University,F,3,9,0,0,0,"Living Links, University of St. Andrews",M,19,3,0
Squirrel monkey,Kyoto University,F,4,14,20,20,20,Kyoto University,M,1,5,0
Squirrel monkey,Kyoto University,F,4,14,20,20,20,Kyoto University,M,2,3,1
Squirrel monkey,Kyoto University,F,4,14,20,20,20,Kyoto University,F,3,7,0
Squirrel monkey,Kyoto University,F,4,14,20,20,20,Kyoto University,F,4,6,0
Squirrel monkey,Kyoto University,F,4,14,20,20,20,Kyoto University,F,5,10,0
